pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_facility
K2-243,c,K2-243 c,Transit,0,2,24.94598,0.1817,,,,,0.179,,0,0,1,0,12h04m29.14s,181.121399,-04d53m57.1s,-4.899185,269.2,10.97,V (Johnson),10.742,6570,1.29,1.39,2018-07-12,K2
K2-244,b,K2-244 b,Transit,0,1,21.06884,0.1418,,,,,0.156,,0,0,1,0,12h13m52.54s,183.468918,-03d49m54.7s,-3.831868,214,11.78,V (Johnson),11.632,5677,0.86,0.92,2018-07-12,K2
K2-245,b,K2-245 b,Transit,0,1,11.89307,0.0959,,,,,0.387,,0,0,1,0,12h20m43.60s,185.181686,-01d35m27.2s,-1.590889,463.4,12.212,V (Johnson),12.564,5793,0.83,1.25,2018-07-12,K2
K2-246,b,K2-246 b,Transit,0,1,5.76918,0.0602,,,,,0.311,,0,0,1,0,12h06m31.13s,181.629715,-01d09m38.0s,-1.16056,723.1,14.55,V (Johnson),14.351,5610,0.87,0.94,2018-07-12,K2
K2-247,b,K2-247 b,Transit,0,2,2.25021,0.0304,,,,,0.189,,0,0,1,0,12h35m34.49s,188.893692,-10d04m09.2s,-10.069232,260.2,14.956,V (Johnson),14.358,4667,0.74,0.69,2018-07-12,K2
K2-247,c,K2-247 c,Transit,0,2,6.49424,0.0615,,,,,0.195,,0,0,1,0,12h35m34.49s,188.893692,-10d04m09.2s,-10.069232,260.2,14.956,V (Johnson),14.358,4667,0.74,0.69,2018-07-12,K2
K2-248,b,K2-248 b,Transit,0,1,7.17256,0.0699,,,,,0.229,,0,0,1,0,12h11m16.14s,182.817245,-09d24m50.4s,-9.414005,410.5,13.402,V (Johnson),13.262,5528,0.88,0.92,2018-07-12,K2
K2-249,b,K2-249 b,Transit,0,1,12.409,0.1151,,,,,0.249,,0,0,1,0,12h13m28.00s,183.366669,-08d59m42.4s,-8.995114,528.3,11.827,V (Johnson),12.45,6504,1.32,1.57,2018-07-12,K2
K2-25,b,K2-25 b,Transit,0,1,3.484552,,0.27,88.3,,,0.306,,0,0,1,0,04h13m05.62s,63.273434,+15d14m51.9s,15.247763,45.01,15.881,V (Johnson),14.382,3180,0.29,0.29,2017-09-28,K2
K2-250,b,K2-250 b,Transit,0,1,4.01457,0.0459,,,,,0.218,,0,0,1,0,12h20m07.62s,185.031769,-08d58m32.8s,-8.975785,417.6,14.267,V (Johnson),13.973,5172,0.8,0.81,2018-07-12,K2
K2-251,b,K2-251 b,Transit,0,1,9.30075,0.0694,,,,,0.21,,0,0,1,0,12h42m45.41s,190.689224,-08d32m09.3s,-8.53592,147.7,15.621,V (Johnson),14.77,3717,0.52,0.49,2018-07-12,K2
K2-252,b,K2-252 b,Transit,0,1,13.81513,0.1041,,,,,0.155,,0,0,1,0,12h09m27.93s,182.366364,-08d18m34.3s,-8.30952,229.9,12.847,V (Johnson),12.62,5152,0.79,0.82,2018-07-12,K2
K2-253,b,K2-253 b,Transit,0,1,4.00167,0.0506,,,,,1.13,,0,0,1,0,12h24m20.50s,186.085403,-06d22m44.0s,-6.378884,901.8,14.868,V (Johnson),14.704,6027,1.08,1.1,2018-07-12,K2
K2-254,b,K2-254 b,Transit,0,2,4.09639,0.0448,,,,,0.145,,0,0,1,0,12h22m12.18s,185.550751,-04d43m02.0s,-4.717236,229.4,14.183,V (Johnson),13.743,4629,0.71,0.67,2018-07-12,K2
K2-254,c,K2-254 c,Transit,0,2,12.11839,0.0923,,,,,0.195,,0,0,1,0,12h22m12.18s,185.550751,-04d43m02.0s,-4.717236,229.4,14.183,V (Johnson),13.743,4629,0.71,0.67,2018-07-12,K2
K2-255,b,K2-255 b,Transit,0,1,1.96417,0.0274,,,,,0.259,,0,0,1,0,12h39m39.12s,189.912994,-03d22m14.0s,-3.370542,192.4,13.756,V (Johnson),13.309,4676,0.71,0.69,2018-07-12,K2
K2-256,b,K2-256 b,Transit,0,1,5.52011,0.0578,,,,,0.235,,0,0,1,0,12h24m54.52s,186.227158,-02d03m57.4s,-2.065931,580.5,14.939,V (Johnson),14.699,5219,0.84,0.78,2018-07-12,K2
K2-257,b,K2-257 b,Transit,0,1,1.60588,0.0216,,,,,0.074,,0,0,1,0,12h33m06.84s,188.278488,-01d57m11.4s,-1.953159,64.1,13.716,V (Johnson),12.86,3725,0.52,0.5,2018-07-12,K2
K2-258,b,K2-258 b,Transit,0,1,19.0921,0.149,,,,,0.268,,0,0,1,0,12h30m31.52s,187.631332,-01d09m39.3s,-1.16092,675.2,13.298,V (Johnson),13.139,6351,1.21,1.31,2018-07-12,K2
K2-259,b,K2-259 b,Transit,0,1,15.48043,0.1271,,,,,0.207,,0,0,1,0,12h27m12.65s,186.802689,+01d34m00.7s,1.566849,422.1,12.536,V (Johnson),12.375,6059,1.14,1.13,2018-07-12,K2
K2-26,b,K2-26 b,Transit,0,1,14.5665,0.0962,,88.4,,,0.238,,0,0,1,0,06h16m49.58s,94.206581,+24d35m47.1s,24.596411,99.33,14.53,V (Johnson),13.752,3785,0.56,0.52,2016-01-21,K2
K2-260,b,K2-260 b,Transit,0,1,2.6266657,0.0404,0,88.67,1.42,Mass,1.552,0.5,0,0,1,0,05h07m28.16s,76.867325,+16d52m03.8s,16.867718,676.32,12.689,V (Johnson),12.467,6367,1.39,1.69,2018-08-16,K2
K2-261,b,K2-261 b,Transit,0,1,11.63344,0.102,0.39,88.4,0.223,Mass,0.85,0.483,0,0,1,0,10h52m07.78s,163.032425,+00d29m36.1s,0.493352,214.58,10.612,V (Johnson),10.459,5537,1.1,1.65,2018-08-16,K2
K2-263,b,K2-263 b,Transit,0,1,50.818947,0.2573,0.14,89.24,0.04657,Mass,0.215,5.7,0,0,1,0,08h38m43.77s,129.682388,+15d40m50.3s,15.680626,163.23,11.606,V (Johnson),11.405,5368,0.88,0.85,2018-09-27,K2
K2-264,b,K2-264 b,Transit,0,2,5.840002,0.05023,,89.01,,,0.199,,0,0,1,1,08h45m26.06s,131.358566,+19d41m54.5s,19.698462,187,15.318,Kepler-band,15.662,3660,0.5,0.47,2019-02-07,K2
K2-264,c,K2-264 c,Transit,0,2,19.660302,0.11283,,89.38,,,0.238,,0,0,1,1,08h45m26.06s,131.358566,+19d41m54.5s,19.698462,187,15.318,Kepler-band,15.662,3660,0.5,0.47,2019-02-07,K2
K2-265,b,K2-265 b,Transit,0,1,2.369172,0.03376,0.084,87.7,0.02058,Mass,0.153,7.1,0,0,1,0,22h48m07.57s,342.031525,-14d29m40.9s,-14.494689,139.22,11.102,V (Johnson),10.928,5477,0.92,0.98,2018-10-04,K2
K2-266,b,K2-266 b,Transit,0,4,0.658524,0.01306,,75.32,0.03555,Mass,0.294,1.77,0,0,1,0,10h31m44.51s,157.93544,+00d56m15.3s,0.937571,77.16,11.808,V (Johnson),11.353,4285,0.69,0.7,2018-10-26,K2
K2-266,c,K2-266 c,Transit,0,4,7.814,0.0679,0.042,88.28,0.00091,Mass,0.063,4.51,0,0,1,0,10h31m44.51s,157.93544,+00d56m15.3s,0.937571,77.16,11.808,V (Johnson),11.353,4285,0.69,0.7,2018-10-26,K2
K2-266,d,K2-266 d,Transit,0,4,14.697,0.1035,0.047,89.46,0.02958,Mass,0.261,2.03,1,0,1,0,10h31m44.51s,157.93544,+00d56m15.3s,0.937571,77.16,11.808,V (Johnson),11.353,4285,0.69,0.7,2018-10-26,K2
K2-266,e,K2-266 e,Transit,0,4,19.482,0.1249,0.043,89.45,0.02611,Mass,0.244,2.21,1,0,1,0,10h31m44.51s,157.93544,+00d56m15.3s,0.937571,77.16,11.808,V (Johnson),11.353,4285,0.69,0.7,2018-10-26,K2
K2-268,b,K2-268 b,Transit,0,2,2.151894,0.0308,,,,,0.126,,0,0,1,0,08h54m50.29s,133.709549,+11d50m53.8s,11.848265,331.46,13.853,V (Johnson),13.563,5068,0.84,0.78,2018-10-26,K2
K2-268,c,K2-268 c,Transit,0,2,9.326841,0.0819,,,,,0.24,,0,0,1,0,08h54m50.29s,133.709549,+11d50m53.8s,11.848265,331.46,13.853,V (Johnson),13.563,5068,0.84,0.78,2018-10-26,K2
K2-269,b,K2-269 b,Transit,0,1,4.144965,0.0531,,,,,0.14,,0,0,1,0,08h40m37.24s,130.155167,+13d00m52.8s,13.014676,362.07,11.784,V (Johnson),11.377,6209,1.16,1.45,2018-10-26,K2
K2-27,b,K2-27 b,Transit,0,1,6.771315,0.06702,0.251,,0.09722,Mass,0.4,1.87,0,0,1,0,11h26m03.64s,171.515167,+01d13m50.7s,1.230738,251.43,12.64,V (Johnson),12.453,5248,0.87,0.89,2017-02-09,K2
K2-270,b,K2-270 b,Transit,0,2,1.543069,0.0247,,,,,0.123,,0,0,1,0,08h45m03.98s,131.266602,+13d32m59.4s,13.549833,283.53,13.782,V (Johnson),13.47,4877,0.85,0.77,2018-10-26,K2
K2-270,c,K2-270 c,Transit,0,2,4.400028,0.0497,,,,,0.263,,0,0,1,0,08h45m03.98s,131.266602,+13d32m59.4s,13.549833,283.53,13.782,V (Johnson),13.47,4877,0.85,0.77,2018-10-26,K2
K2-271,b,K2-271 b,Transit,0,1,8.562421,0.077,,,,,0.649,,0,0,1,0,08h20m53.73s,125.223885,+16d05m27.4s,16.090946,571.47,13.827,V (Johnson),13.658,5644,0.83,0.99,2018-10-26,K2
K2-272,b,K2-272 b,Transit,0,1,14.453533,0.1081,,,,,0.26,,0,0,1,0,08h50m29.07s,132.621124,+17d32m32.8s,17.542444,426.57,13.841,V (Johnson),13.667,5419,0.81,0.81,2018-10-26,K2
K2-273,b,K2-273 b,Transit,0,1,11.716332,0.0974,,,,,0.394,,0,0,1,0,08h39m06.49s,129.777054,+19d00m36.1s,19.010023,310.6,13.371,V (Johnson),13.146,5200,0.9,0.84,2018-10-26,K2
K2-274,b,K2-274 b,Transit,0,1,14.129714,0.1064,,,,,0.196,,0,0,1,0,08h37m07.79s,129.28244,+20d23m57.7s,20.399372,232.82,13.086,V (Johnson),12.885,5065,0.81,0.74,2018-10-26,K2
K2-275,b,K2-275 b,Transit,0,2,3.280961,0.04,,,,,0.2,,0,0,1,0,08h48m40.77s,132.169891,+20d27m18.3s,20.455076,124.09,12.063,V (Johnson),11.814,4812,0.79,0.73,2018-10-26,K2
