gene_id,gene_short_name,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,A0,t_half
YDR257C,RKM4,82.09138389529458,30.9991663236627,15.883893296672001,1.7971410779521,4.27137447639433,2.88495573792702,0.486108847266669,0.0,3.1919392242405404,0.501826,0.0,0.7235794651591079,81.78932158600495,3.765106135004038
YDR258C,HSP78,87.4944235745897,107.49988338621901,73.3226419807727,30.253970568825498,10.5057965363637,6.291600614575599,4.18467824640105,0.0,0.915929261967604,1.7279900000000001,1.26589141094038,0.41526274375789096,110.02029356216741,9.40720285524981
YDR260C,SWM1,120.299227811626,71.1121136446056,37.2298724635761,12.420796310253198,2.5303986212108396,7.178090445641941,12.094939008633599,7.99194265273234,13.2364980603426,8.324,9.14697725015366,6.001145010879849,121.58626347602387,5.752666872604685
YDR261C,EXG2,210.842959590387,104.68576756573,59.5724889187775,26.8708867813495,17.896417031477398,12.4430454730831,15.9343410574962,17.732921667830897,23.4039528541117,13.4194,10.464985653964302,13.107619253006499,207.45558970906893,5.55733153620076
YDR261W-A,YDR261W-A,893.690876858044,760.6416663644611,595.347293332715,526.0730581225499,523.924569117826,524.633718301019,494.031347957937,518.311205466756,542.802267194535,467.264,559.7939068223719,481.364027186193,803.1149158907144,49.99999999999999
YDR262W,YDR262W,172.29379027565497,41.218558726201294,14.386240250975598,12.4789741436093,5.08449100797026,13.2214894873051,3.03790315875978,6.69115299288298,9.973863940899449,8.36299,9.18981533804548,15.073124226694901,171.64219475670626,2.5952399614183554
YDR264C,AKR1,270.353547720733,102.22391050544,28.7684887743406,16.1470437588928,3.36428541339266,5.65547794669443,5.06246351093623,5.11606017049031,2.9330857573875697,2.76678,2.7025168180700696,0.8865331446975279,270.888254204347,3.4296981365673846
YDR266C,HEL2,117.491876901705,43.819144446962795,12.372629440472801,1.78872026435199,2.73301853240206,1.72285949013724,1.45148766183584,1.9182075763402302,1.19136849159033,1.49842,0.0,0.5401408398050279,117.95609022625547,3.3100452068243764
YDR267C,CIA1,195.424342096489,79.24668778331821,43.73126395372721,13.6171635642753,8.916823830324539,7.494749598830401,3.1571145576363504,0.0,7.7739706215391,2.4444,7.1628607062077405,4.69941109123851,194.02231945663667,4.20473105605372
YDR268W,MSW1,81.09729891841471,43.32947511332729,23.629651927172,15.577692381647902,5.84595895222538,2.36907785943372,1.33061016329411,0.0,1.09215035801894,4.12091,0.0,1.98063265477296,80.93010723383776,5.67519513882803
YDR271C,YDR271C,159.806127918792,30.135028463281998,73.62498837614541,63.864074899381,13.9398830187475,8.78754467250446,3.70170612692919,9.78387363846372,18.229893091134898,0.0,0.0,11.0200600170735,139.22527241422335,7.220709131128262
YDR272W,GLO2,245.75630652523398,146.9525350068,81.20900112501741,53.1409590998413,42.80049451845179,19.0453537625437,12.0341591680927,10.6023768191973,8.231245307664441,12.4233,6.825767667486169,4.47824317870713,243.4347107629132,6.940288873074308
YDR276C,PMP3,8746.33205501201,11055.751578649099,6444.48240056715,4296.09077079896,3110.68569052112,1395.92546799293,1260.05543408777,1443.18516865745,2137.42960927392,1257.44,1524.69815679164,1750.57039480871,10408.692824493059,13.373897973353605
YDR279W,RNH202,122.93692586080299,57.7219969741614,14.5887934560826,5.42343601443869,3.6829092363947002,4.35313246411978,2.9339752725596897,0.0,0.0,2.27163,0.0,3.27544064813461,124.30613904766811,3.912310471359091
YDR280W,RRP45,287.940894284467,68.6377347574796,14.8694011186569,6.44905560534252,5.47423434336891,5.17633720390683,7.84980889406669,3.4579373222993,4.29535441805103,5.40241,7.915395626920709,6.49141553624676,287.89097345047594,2.419068551904066
YDR281C,PHM6,184.40619666197,9.38342865253853,9.82512506204822,4.26129101533191,13.021787819491001,4.10440117847876,27.6632891333843,0.0,0.0,3.5697099999999997,7.8452855648432696,10.294271545953599,184.3743748841262,1.2087856983009948
YDR284C,DPP1,487.978178451646,202.99463005439702,95.64745748852128,23.046335905465497,11.7376812661353,14.4286268968104,14.026066590611,7.41440674083399,10.7449619644983,14.4796,8.485962499692679,8.351209003560951,487.71536636994466,4.006232834399568
YDR286C,YDR286C,133.785822369962,41.6966947982774,49.8965951328753,21.6408706739105,44.087218850743,31.2659822087674,21.95105987193,17.4054753470325,28.827506308544198,13.5965,59.7629749907806,39.2093697740155,90.2783433950181,18.063929050078897
YDR287W,INM2,85.51675594078071,68.84895820489571,41.943077868695,20.4651651062935,13.897387103763599,24.092113885168,8.30343404542071,0.0,3.0290460270144397,4.762169999999999,2.09320444068838,8.23984739943228,88.9386406099977,9.066689546548272
YDR288W,NSE3,102.75025510924999,25.0622716511786,4.99847907361642,3.2518628287849,8.83301668863417,5.22020988166224,7.91634792951315,1.1624147301135002,4.331755216581279,0.908034,0.0,6.54643412255278,102.65357777138273,2.4811402733736587
YDR292C,SRP101,237.86219734068902,124.545384927471,63.34089555227221,18.0067238688118,10.346685257554801,7.560091221879469,5.2453015505689695,3.96105873498268,3.0751978455726303,4.25456,2.5501083017824198,5.01923092563794,239.9811076532358,4.950659550037699
YDR293C,SSD1,52.291454970330804,8.940386647778789,3.27642620548463,2.03004277266948,2.8949577767764105,3.12848337499904,1.64731340751984,1.74158928138163,3.24504315892977,2.38081,1.49497241979103,1.47123685227581,52.2049687551968,2.066325293598499
YDR294C,DPL1,205.994927126952,108.4423156165,49.712112586546205,25.480821564506503,14.4749799626365,3.77580790911109,7.95268726866667,7.35682912036685,7.18021175076334,4.92589,1.8042930811309201,6.51071092384702,206.67274287725454,5.119971208990608
YDR296W,MHR1,210.547278890234,97.43497078422492,74.1973158078857,41.8343538539948,36.057134196074,37.1945582266176,22.196383208453803,20.7058414453981,6.430060362780111,26.9577,35.5475707559926,19.434999693155397,193.75284551172322,7.750245118750634
YDR297W,SUR2,370.119124287047,180.77168263825902,31.372551617626602,10.8853292878385,8.31595757916279,1.74742881287172,2.20827735777428,0.0,3.62506207835222,0.759894,1.67004741370621,9.86115813851586,376.61234535035607,3.784240849081939
YDR298C,ATP5,1848.87283702792,1394.8128816863098,947.8815720693559,520.501247244144,283.96595852461,127.45869776183999,70.1565707430575,45.411145476300796,35.2553546343735,39.9076,35.7323625076829,42.624094444859,1943.6877175466589,8.11487718299639
YDR299W,BFR2,158.584223386056,34.977416613780605,0.631445457076412,0.547733606593037,2.2317043122952303,1.05513166810315,2.22234081321564,0.5873818257748149,3.64814551156653,2.2942,2.01682146711739,1.98478821054077,158.8372774011253,2.1841125834597954
YDR300C,PRO1,194.203245434519,78.0152649705349,19.6050734771518,2.1257410307584,2.8870662242187,3.41245613687683,1.72497726592738,0.0,0.0,1.78075,1.3045386220651498,5.1352948691880895,195.6431659916105,3.414972913544014
YDR302W,GPI11,320.830928887257,90.80433395285591,25.224940472533802,11.7819523666208,15.4301635481267,16.2117022603584,10.926517744240199,12.6347964333981,4.484175095999589,7.049869999999999,3.09874679164106,6.09909218937207,320.3254521595954,2.798755417924209
YDR303C,RSC3,64.4365801226458,15.4924325396646,1.44193068594258,1.87614957009699,0.9555351703983249,1.2047163107399599,1.7761803131173501,0.670652579521797,0.833066658748642,0.261944,1.15136877805778,1.1330839695065702,64.50285933026537,2.3569146468022333
YDR304C,CPR5,1438.1149856913198,1194.44717622393,957.604665337141,817.698003383739,691.0726203377741,400.813367995224,350.16298592647695,265.670742770589,183.338738756922,168.196,113.27984580209,123.215873740012,1488.8760752101214,15.019629174774549
YDR305C,HNT2,112.470556159082,54.4580839528559,37.3587944769464,6.82233485083175,8.68663125486993,8.213928106595839,8.304181822435782,10.9742663057206,4.5439753330228205,11.4302,3.1400836699446804,2.06014714876292,111.07784749213837,5.429116810295612
YDR306C,YDR306C,59.3280093373554,15.5892460324116,2.17641126341176,8.49543950473408,2.8845248767848597,3.63672715828632,0.0,1.0122652473804,3.7722302509962202,1.58149,6.951386741241549,1.14016542535886,59.131583343401516,2.688366543687825
YDR307W,PMT7,82.8301817102939,22.719207184950104,6.9383508078526,3.8690398072739907,0.8757884522394641,0.828131068162856,1.04653623471555,0.0,0.0,0.720249,1.5829182814996898,1.03852077429311,82.70143496998912,2.748113203655263
YDR308C,SRB7,353.96170897815,177.539074184044,36.3708418933155,31.5490690282784,35.7070779179692,27.0111426153717,11.3782931313991,15.0367686429248,18.678319629457103,23.4924,19.3613145175169,21.1708555323067,356.06747434210445,4.330064561622523
YDR309C,GIC2,115.09977156522301,13.5292078048504,10.302595020771099,5.585457002553571,10.2409422748566,6.45576482107729,1.81297881359592,3.5938571085120694,7.440329238731049,2.8073900000000003,4.11326065703749,5.39726499303033,114.89638740887696,1.771160554578933
YDR312W,SSF2,96.95701385024509,24.4423094140979,6.875696867045209,2.6507275322873904,0.675018183391068,1.2765687264147298,1.6132436372015402,2.842616976823,0.0,1.11027,0.0,1.6008853319324299,96.88044918310041,2.5536384183359404
YDR313C,PIB1,66.1961226497847,29.5803115344515,12.1197481021129,4.67242863032125,1.1898512253734,1.12510204561285,1.8957721599489499,0.0,1.55602504010764,2.9356,0.0,8.46563259615012,66.40943660586831,4.140115957177813
YDR315C,IPK1,76.3647919744389,19.742307615593802,8.268647976360059,10.7586641668331,3.6529671955764598,2.3027858694304304,4.85018667092063,0.0,1.59239574289707,1.0014,6.60244486969883,7.2195491017034605,75.63452306705378,2.950414235420814
YDR316W,OMS1,63.36211200460421,25.210128064369897,15.0839025354632,1.96262493048623,3.3319166723932403,2.52048222109106,0.0,0.0,1.74293463851369,0.0,1.20443653700061,0.0,63.00016921471028,4.109090335855388
YDR318W,MCM21,70.0512819424874,9.356869198776069,1.95946356488727,1.69968892929877,0.0,0.818554173625835,3.4481178865545803,6.379529959469651,3.3961990172333505,1.42384,3.1292356435156696,5.132560950919791,70.03108527151288,1.7459339365877098
YDR319C,YFT2,146.435058879914,47.62347315276521,12.822480959511301,11.1225536811299,3.77651871818702,3.57101162037002,1.0028463786928101,6.62648023287662,9.877482330901001,6.21163,9.10101164228642,0.0,146.1882349787834,3.1201333105860605
YDR320C-A,DAD4,1076.89980904563,1305.65747461469,440.257887206737,241.19417486154998,532.3148372245851,348.47151849697303,293.583815564987,344.871645642987,348.067776173472,437.776,481.05903822987096,485.558465347155,985.3758268627264,24.793729060703573
YDR321W,ASP1,1135.6845252932198,884.386972461469,717.5211293504981,455.393407267683,315.331536063311,222.058691778358,144.112373478484,87.3625657677597,72.7079993065259,56.6427,46.494784247080496,35.4242903084266,1182.2591815579867,10.89636922605642
YDR322C-A,TIM11,1059.6315714342402,653.603113440617,327.726231059226,334.445541724026,136.267813717483,120.799118178548,115.34158722909201,152.4286555335,144.790910076075,119.071,153.933316312231,212.08401343191397,1004.0377367992622,8.67515123301887
YDR322W,MRPL35,231.060733366409,104.207631493654,62.9117848341295,15.348189384621902,11.291130217046401,6.570276249167581,6.919220077151389,2.7432005573269302,5.67921677275785,7.142939999999999,0.0,9.26941671777759,230.1154230802138,4.662005680127128
YDR324C,UTP4,213.737156607593,49.651020534904795,9.56582459415229,1.0823002006073899,0.7349634102289692,1.3899365982027398,1.1710056867086298,0.773762976428764,1.9222902059721598,0.906651,0.6641940979102641,0.871528186166323,213.84651030609896,2.3439830155282784
